#separator:tab
#html:true
#guid column:1
#notetype column:2
#deck column:3
#tags column:7
"JgBxF/l22#"	Basic (optional reversed card)	徳川十五代将軍	初代	徳川家康		徳川十五代将軍
oTW*$W$;?]	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	30番　{{c1::和歌山県}}・{{c1::和歌山市}}			全国地方公共団体コード（都道府県・県庁所在地）
"uUmd;{2#H$"	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	31番　{{c1::鳥取県}}・{{c1::鳥取市}}			全国地方公共団体コード（都道府県・県庁所在地）
kV(OfkX.`*	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	32番　{{c1::島根県}}・{{c1::松江市}}			全国地方公共団体コード（都道府県・県庁所在地）
e}E>9S<aFl	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	33番　{{c1::岡山県}}・{{c1::岡山市}}			全国地方公共団体コード（都道府県・県庁所在地）
n3Uo=3`z=>	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	34番　{{c1::広島県}}・{{c1::広島市}}			全国地方公共団体コード（都道府県・県庁所在地）
l+x-YlU,Lz	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	35番　{{c1::山口県}}・{{c1::山口市}}			全国地方公共団体コード（都道府県・県庁所在地）
dP=pkwS<3M	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	36番　{{c1::徳島県}}・{{c1::徳島市}}			全国地方公共団体コード（都道府県・県庁所在地）
eBXBZU3Gw{	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	37番　{{c1::香川県}}・{{c1::高松市}}			全国地方公共団体コード（都道府県・県庁所在地）
"b{~X9Uy2#$"	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	38番　{{c1::愛媛県}}・{{c1::松山市}}			全国地方公共団体コード（都道府県・県庁所在地）
sy4I6vAYHq	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	39番　{{c1::高知県}}・{{c1::高知市}}			全国地方公共団体コード（都道府県・県庁所在地）
f_TTP?OTM<	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	40番　{{c1::福岡県}}・{{c1::福岡市}}			全国地方公共団体コード（都道府県・県庁所在地）
c)1Z;Z&y15	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	41番　{{c1::佐賀県}}・{{c1::佐賀市}}			全国地方公共団体コード（都道府県・県庁所在地）
x^2V!h+@>d	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	42番　{{c1::長崎県}}・{{c1::長崎市}}			全国地方公共団体コード（都道府県・県庁所在地）
sX<wUDOP+3	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	43番　{{c1::熊本県}}・{{c1::熊本市}}			全国地方公共団体コード（都道府県・県庁所在地）
l|&n-d~_l)	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	44番　{{c1::大分県}}・{{c1::大分市}}			全国地方公共団体コード（都道府県・県庁所在地）
iX|G[?*D=A	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	45番　{{c1::宮崎県}}・{{c1::宮崎市}}			全国地方公共団体コード（都道府県・県庁所在地）
0wDc,2]-/	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	46番　{{c1::鹿児島県}}・{{c1::鹿児島市}}			全国地方公共団体コード（都道府県・県庁所在地）
u*ab1mf=.K	Cloze	全国地方公共団体コード（都道府県・県庁所在地）	47番　{{c1::沖縄県}}・{{c1::那覇市}}			全国地方公共団体コード（都道府県・県庁所在地）
g-Z&PTG4:T	Basic (optional reversed card)	スキル把握	【問題文】<br>αZXⅡ-SMのAPPUに関する問題です。APPUの説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. APPU+VOCアプリを収容することで、最⼤8ch分通話録⾳が⾏える。<br>B. APPU+elganaアプリを収容することで、FAX送受信が⾏える。<br><br>【選択肢】<br>1. Aのみ正しい<br>2. Bのみ正しい<br>3. AもBも正しい<br>4. AもBも誤り	【正答】4<br>【解説】<br>A. 誤り。APPU+VOCアプリによる通話録音は全通話録音を行う機能であり、チャネル数制限は無い<br>B. 誤り。FAX受信機能としてPDFファイルに変換してトークルームに通知できるが、送信は出来ない		2025スキル把握上期_一問一答_B スキル把握
EK|sC[uZJ2	Basic (optional reversed card)	スキル把握	【問題文】<br>αZXⅡｰSMの⾳声合成ライセンスに関する問題です。⾳声合成ライセンスの機能として、正しいものを選択肢から一つ<br>選択してください<br><br>【選択肢】<br>1. テキストから作成した⾳声合成ガイダンスをダウンロードできる。<br>2. 作成されるガイダンスは、⼥性の声のみできる。<br>3. システム管理者は、システム一括ガイダンスをすべて作成できる。<br>4. テキストは、最⼤全角150文字まで⼊⼒できる。	【正答】3<br><br>【解説】<br>1. 誤り。ガイダンスのダウンロードは、できない。<br>2. 誤り。声は、男性/⼥性が選択できる。<br>3. 正しい。<br>4. 誤り。テキストは、最⼤全角1500文字まで⼊⼒できる。		2025スキル把握上期_一問一答_B スキル把握
gSZZBF)a1I	Basic (optional reversed card)	スキル把握	【問題文】<br>αZXⅡ-SMの迷惑電話番号リスト着信拒否機能に関する問題です。迷惑電話番号リスト着信拒否機能について、正しい<br>組み合わせを選択肢から一つ選択してください。<br>A. 迷惑電話番号リストは、電話機メニューで編集ができる。<br>B. 迷惑電話番号リストは、1週間に1回最新リストに更新される。<br><br>【選択肢】<br>1. Aのみ正しい<br>2. Bのみ正しい<br>3. AもBも正しい<br>4. AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。迷惑電話番号リストは、参照することができない。<br>B. 誤り。迷惑電話番号リストは、1⽇1回更新される。		2025スキル把握上期_一問一答_B スキル把握
EhM|<uSVsJ	Basic (optional reversed card)	スキル把握	【問題文】<br>αZXⅡ-SMの非通知着信拒否対象外機能に関する問題です。非通知着信拒否対象外機能の説明として、正しいものを選<br>択肢から一つ選択してください。<br><br>【選択肢】<br>1. 電話帳グループに登録することで、着信拒否をする機能。<br>2. 非通知着信拒否を設定し、着信拒否させない番号を指定し、非通知着信拒否の対象外とする機能。<br>3. 共通電話帳に登録した番号を着信拒否対象外にする機能。<br>4. FAXのみ非通知着信拒否対象外にする機能.	【正答】2<br><br>【解説】<br>1. 誤り。<br>2. 正しい。<br>3. 誤り。<br>4. 誤り。<br>非通知着信拒否設定時に非通知着信拒否対象外番号を設定することで、非通知でも着信させる機能。		2025スキル把握上期_一問一答_B スキル把握
um2qy_GZN<	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-SMのスタードアホンに関する問題です。<br>スタードアホンの説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. スタードアホンは、スター端末と同様にTEN設定が必要になる。<br>2. システムに最⼤4台まで接続ができる。<br>3. ⾳声ドアホンと同様にPSDUが必要になる。<br>4. IPX7相当の防水性能がある。	【正答】1<br><br>【解説】<br>1. 正しい。<br>2. 誤り。システム収容最⼤数-1となる。<br>3. 誤り。スターユニットに接続する。<br>4. 誤り。IPX3相当の防水性能。		2025スキル把握上期_一問一答_B スキル把握
Gipd$D+q%h	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-SMのIPEBに関する問題です。<br>IPEBの説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. αZX-Mタイプには、最⼤3枚まで収容できる。<br>2. システム容量が最⼤40台に拡張される。<br>3. IPEBは、オプションスロットに収容する。<br>4. IP電話機やSIP端末を3台以上接続する場合に必要となる。	【正答】4<br><br>【解説】<br>1. 誤り。IPEBは、最⼤1枚のみ収容可能。<br>2. 誤り。IPEBでは、システム容量は拡張されない。<br>3. 誤り。IPEBは、専用スロットに収容。<br>4. 正しい。		2025スキル把握上期_一問一答_B スキル把握
Axwa9_/<Y8	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-SMの⾳声メール拡張カードに関する問題です。<br>⾳声メール拡張カードを実装した機能として、正しい組み合わせ<br>を選択肢から一つ選択してください。<br>A. 録⾳時間が最⼤100時間に拡張し、IVR機能が利用できる。<br>B. 録⾳時間が最⼤100時間に拡張し、共通電話帳件数が9800件まで利用できる。<br><br>【選択肢】<br>1. Aのみ正しい<br>2. Bのみ正しい<br>3. AもBも正しい<br>4. AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。IVR機能は、別途ライセンスが必要。<br>B. 誤り。共通電話帳件数の変更は、設定変更のみで可能。		2025スキル把握上期_一問一答_B スキル把握
z^?m}0Gq]W	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-Lの収容できるユニットに関する問題です。αZX-L主装置に収容できるユニットの説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. ⾳声ドアホンを接続するユニットは、DTUである。<br>B. スタードアホンを接続するユニットは、10SUまたは、20SUのフリーモードである。<br><br>【選択肢】<br>1. Aのみ正しい<br>2. Bのみ正しい<br>3. AもBも正しい<br>4. AもBも誤り	【正答】1<br><br>【解説】<br>A. 正しい。<br>B. 誤り。ZX-Lには、スタードアホンは、接続できない。		2025スキル把握上期_一問一答_B スキル把握
MxaxOBt&|Q	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-LのVMUに関する問題です。VMUの説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. IVR機能を利用する場合は、別途IVRライセンスの登録が必要である。<br>B. VMUは、サブユニットを搭載することで、最⼤100時間の録⾳ができる。<br><br>【選択肢】<br>1. Aのみ正しい<br>2. Bのみ正しい<br>3. AもBも正しい<br>4. AもBも誤り	"【正答】4<br><br>【解説】<br>A. 誤り。αZX-Lは、VMUにIVR機能は実装している。<br>B. 誤り。VMU単体では録音することができず、メモリサブユニット（<span style=""color: rgb(48, 48, 48);"">ZXL-200HSDMSU</span>）をセットすることで200時間の録音が可能になる"		2025スキル把握上期_一問一答_B スキル把握
O~lU3yf)fA	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-Lのシステム容量に関する問題です。システム容量ライセンスを⼆つ登録した外線と内線の最⼤容量として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. 外線-24回線、内線ｰ80台<br>2. 外線-72回線、内線ｰ240台<br>3. 外線-144回線、内線ｰ480台<br>4. 外線-192回線、内線ｰ576台	【正答】3<br><br>【解説】<br>1. 誤り。24回線/80台<br>2. 誤り。72回線/240台<br>3. 正しい。144回線/480台<br>4. 誤り。144回線/480台		2025スキル把握上期_一問一答_B スキル把握
nd7DnBF;@P	Basic (optional reversed card)	スキル把握	【問題文】<br>αZX-Lの100BRUに関する問題です。100BRUの説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. 100BRUのみでIPv6インターネットへ接続ができる。<br>2. ひかり電話種別は、自動判別する。<br>3. 100BRUを収容するためには、必ずシステム容量ライセンスが必要である。<br>4. 100BRUは、システムに最⼤4枚まで収容できる。	【正答】2<br><br>【解説】<br>1. 誤り。IPv6インターネット接続は、100BRUにルータを設置する。<br>2. 正しい。<br>3. 誤り。システム容量ライセンスは、ユニットではなく収容する外線数や内線数により必要となる。<br>4. 誤り。100BRUおよび100BRBOXを合わせて5枚まで収容できる。		2025スキル把握上期_一問一答_B スキル把握
l_tK$Hc[ci	Basic (optional reversed card)	スキル把握	【問題文】<br>αA1StdとαA1ProのVMGWに関する問題です。αA1StdとαA1Pro主装置に接続できるVMGW数の最⼤数として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. αA1Stdが1台　　αA1Proが1台<br>2. αA1Stdが2台　　αA1Proが2台<br>3. αA1Stdが1台　　αA1Proが2台<br>4. αA1Stdが1台　　αA1Proが4台	【正答】4<br><br>【解説】<br>1. 誤り。<br>2. 誤り。<br>3. 誤り。<br>4. 正しい。ICOGWの利用は、Std主装置1台、Pro主装置4台となる。		2025スキル把握上期_一問一答_B スキル把握
wt!8w,QV5w	Basic (optional reversed card)	スキル把握	【問題文】<br>フレッツ・VPNワイドに関する問題です。フレッツ・VPNワイドの運用・管理に関する基本サービスの説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A. VPN管理者は、NTT⻄⽇本が提供する「お客さまコントロールパネル」などを通じて、VPNグループ内の拠点情報の確認や、一部設定変更（例︓プラン変更、拠点追加時のグループへの登録など）ができる。<br>B. VPN内のトラフィック状況をリアルタイムで詳細に分析し、拠点ごと・アプリケーションごとの利用帯域を可視化する⾼度な監視ツールが、標準提供されている。<br><br>【選択肢】<br>1. Aのみ正しい<br>2. Bのみ正しい<br>3. AもBも正しい<br>4. AもBも誤り	【正答】1<br><br>【解説】<br>A. 正しい。NTT⻄⽇本は、契約者向けのコントロールパネルを提供しており、VPN管理者はこれを利用して契約内容の確認や一部設定変更を⾏うことができます。<br>B. 誤り。フレッツ・VPNワイドの基本サービスには、詳細なトラフィック分析や⾼度な監視ツールは標準で含まれていません。トラフィック状況の監視や分析を⾏いたい場合は、ユーザー自⾝で別途監視ツールを導⼊するか、オプションサービス（例︓Managed SD-WANなど）の利用を検討する必要があります。基本的な疎通確認や回線状態の確認はコントロールパネル等で⾏える場合があります。		2025スキル把握上期_一問一答_B スキル把握
IG:G$2XTt<	Basic (optional reversed card)	スキル把握	【問題文】<br>フレッツ・VPNワイドに関する問題です。フレッツ・VPNワイドに関する説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. インターネットを経由せず、NTT⻄⽇本の閉域網を利用して拠点間を接続するVPNサービスである。<br>2. 通信はデフォルトで強⼒に暗号化されており、ユーザー側でのセキュリティ対策は不要である。<br>3. アクセス回線にフレッツ光を利用する場合、そのアクセス回線の最⼤通信速度がそのままVPNの通信帯域として保証される。<br>4. 主に不特定多数のユーザーへの情報公開や、広帯域なインターネット接続環境の提供を目的としたサービスである。	【正答】1<br><br>【解説】<br>1. 正しい。<br>2. 誤り。フレッツ・VPNワイド自体は通信の暗号化機能を提供しません。<br>3. 誤り。フレッツ・VPNワイドの通信速度は、契約するプランの帯域およびアクセス回線の品質に依存します。ベストエフォート型のサービスです。<br>4. 誤り。フレッツ・VPNワイドは閉域網サービスであり、拠点間のセキュアな通信を目的としています。不特定多数への情報公開やインターネット接続の提供を主目的とするサービスではありません。フレッツ・VPNワイドは、NTT東⻄のフレッツ網（閉域IP網）を利用して、企業などの拠点間を接続するVPNサービスです。インターネットを経由しないため、インターネットVPNと比較してセキュリティが⾼いとされています。レイヤー3（IP層）で動作し、IPルーティングによって拠点間通信を実現します。		2025スキル把握上期_一問一答_B スキル把握
Frm][HreG?	Basic (optional reversed card)	スキル把握	【問題文】<br>スタティックルートに関する問題です。スタティックルートの説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A: スタティックルーティングは、ネットワークが頻繁に変更される環境に適している。<br>B: スタティックルートを設定できる機器はルータのみである。<br><br>【選択肢】<br>1. Aのみ正しい<br>2. Bのみ正しい<br>3. AもBも正しい<br>4. AもBも誤り	【正答】4<br><br>【解説】<br>A. 誤り。スタティックルーティングは、ネットワーク管理者が⼿動で各ネットワークへの経路を定義する⽅式です。ネットワーク管理者は、各ネットワークへの経路を特定し、ルーターに設定する必要があります。そのため、ネットワークが頻繁に変更される環境では、管理が複雑になる可能性があります。<br>B. 誤り。ルータだけではなく、L3SW等も利用できる。		2025スキル把握上期_一問一答_B スキル把握
I&`trutGe|	Basic (optional reversed card)	スキル把握	【問題文】<br>インターネットを構成する技術に関する問題です。ポートフォワーディングの説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A: インターネット上のWebサーバーにアクセスする際には、通常はポート80を使用するが、ネットワーク内にある特定のポート番号のサーバにアクセスしたい場合に使用する。<br>B: ポートフォワーディングは、SSLを介してローカルネットワーク内のサービスやポートをリモートネットワークにフォワードする。これにより、セキュアな⽅法でリモートサーバーを介してローカルネットワークにアクセスで<br>きる。<br><br>【選択肢】<br>1. Aのみ正しい<br>2. Bのみ正しい<br>3. AもBも正しい<br>4. AもBも誤り	【正答】1<br><br>【解説】<br>A. 正しい。<br>B. 誤り。ポートフォワードとは、特定のポート番号に届けられたメッセージを特定のIPアドレス、ポート番号に転送する仕組みで、SSLではなく、SSHトンネルを介してローカルネットワーク内のサービスやポートをリモートネットワークにフォワードすることができます。		2025スキル把握上期_一問一答_B スキル把握
Q1y.kvFqg.	Basic (optional reversed card)	スキル把握	【問題文】<br>TCP/IPネットワークに関する問題です。hostsファイルの主な役割として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. インターネットの閲覧履歴を記録する。<br>2. コンピュータのIPアドレスを自動的に設定する。<br>3. 特定のドメイン名（ホスト名）に対応するIPアドレスを定義する。<br>4. コンピュータのファイアウォール設定を管理する。	【正答】3<br><br>【解説】<br>1. 誤り。ブラウザの機能です。<br>2. 誤り。DHCPサーバーの役割です。<br>3. 正しい。<br>4. 誤り。OSやセキュリティソフトのファイアウォール機能が担当します。hostsファイルは、コンピュータがドメイン名（例: [www.example.com）からIPアドレス（例](http://www.example.com）からIPアドレス（例): 192. 1<br>68.1. 10）を調べる（名前解決する）際に、DNSサーバーへ問い合わせるよりも前に参照されるテキストファイルです。このファイルに特定のドメイン名とIPアドレスの対応を記述しておくことで、DNSサーバーの設定に関わらず、強制的にそのIPアドレスへアクセスさせることができます。		2025スキル把握上期_一問一答_B スキル把握
B4Y{(>R+[]	Basic (optional reversed card)	スキル把握	【問題文】<br>TCP/IPネットワークに関する問題です。TCP/IPネットワークにおいて、ポート番号が果たす主な役割の説明として、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. ネットワーク上の個々のコンピュータを識別する。<br>2. データが通過する物理的な接続⼝を指し⽰す。<br>3. 同一のIPアドレス内で、通信を⾏っている特定のアプリケーションやサービスを識別する。<br>4. インターネットサービスプロバイダ (ISP) を識別する。	【正答】3<br><br>【解説】<br>1. 誤り。IPアドレスの役割です。<br>2. 誤り。物理的なインターフェース（例: LANポート）を指しますが、ここで問われているポート番号は論理的なものです。<br>3. 正しい。<br>4. 誤り。IPアドレスの割り当てやAS番号などで識別されるもので、ポート番号の直接的な役割ではありません。ポート番号は、コンピュータのIPアドレスに加えて、そのコンピュータ上で動作しているどのアプリケーションやサービスと通信を⾏うのかを指定するための識別⼦です。例えば、ウェブサーバーは通常TCPの80番ポート（HTTP）や443番ポート（HTTPS）を使用します。クライアントからのリクエストがサーバーのIPアドレスに届いた後、ポート番号によって目的のサービス（この場合はウェブサービス）にデータが渡されます。		2025スキル把握上期_一問一答_B スキル把握
y~wcD4UQjh	Basic (optional reversed card)	スキル把握	【問題文】<br>IPsecに関する問題です。IPsecの2つの通信モードの説明として、正しい組み合わせを選択肢から一つ選択してください。<br><br>A: トランスポートモードは、端末間でのIPsec通信です。元のパケットのデータ部分だけを暗号化し、IPヘッダは暗号化しません。<br>B: トンネルモードは、VPN装置間でのIPsec通信です。トランスポートモードと同様に、元のパケットのデータ部分だけを暗号化し、IPヘッダは暗号化しません。<br><br>【選択肢】<br>1. Aのみ正しい<br>2. Bのみ正しい<br>3. AもBも正しい<br>4. AもBも誤り	【正答】1<br><br>【解説】<br>A. 正しい。<br>B. 誤り。トンネルモードは、VPN装置間でのIPsec通信です。元のパケットのIPヘッダごと暗号化します。		2025スキル把握上期_一問一答_B スキル把握
k&:BQKw6|E	Basic (optional reversed card)	スキル把握	【問題文】<br>VPNに関する問題です。IPsecのAH (Authentication Header) プロトコルが提供する主なセキュリティ機能について、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. 機密性<br>2. 完全性<br>3. 機密性と完全性<br>4. 機密性、完全性、送信元認証、アンチリプレイ機能	【正答】2<br><br>【解説】<br>1. 誤り。AHは機密性を提供しません。<br>2. 正しい。<br>3. 誤り。<br>4. 誤り。機密性はAHでは提供されません。アンチリプレイ機能は提供しますが、「主な」機能としては完全性と送信元認証が挙げられます。ESPの場合は機密性、完全性、送信元認証（オプション）、アンチリプレイ機能を提供できます。		2025スキル把握上期_一問一答_B スキル把握
GQ3j!S3Mk3	Basic (optional reversed card)	スキル把握	【問題文】<br>無線LANに関する問題です。IPv4、IPv6通信ができないものとして、正しいものを選択肢から一つ選択してください。<br><br>【選択肢】<br>1. Bluetooth<br>2. Third/Zigbee<br>3. Wi-Fi<br>4. LoRaWAN	【正答】1<br><br>【解説】<br>Bluetoothは、IPv4、IPv6通信ができない。特性として、消費電⼒が低く、低速通信で、周辺機器のアクセサリーとしての接続が多い。		2025スキル把握上期_一問一答_B スキル把握
